one,in,R1,X1,X2,X3,X4,X5,X6,Y1
1,1,0,-2,-0.357530185357362,0.0715492187711843,-0.590298518407964,0.691269782562691,0.040227337454138,0.500599216651048
1,1,0,-1,-0.357530185357362,0.0715492187711843,-0.590298518407964,0.691269782562691,0.040227337454138,1.09372489393923
1,1,1,0,-0.357530185357362,0.0715492187711843,-0.590298518407964,0.691269782562691,0.040227337454138,16.209109551364
1,1,0,1,-0.357530185357362,0.0715492187711843,-0.590298518407964,0.691269782562691,0.040227337454138,9.01299911672934
1,1,0,2,-0.357530185357362,0.0715492187711843,-0.590298518407964,0.691269782562691,0.040227337454138,6.7292145657744
1,2,0,-2,0.236780797031078,-0.0458546996785003,-0.942579875719847,-1.53546371150589,0.852901756092486,0.0126231960308746
1,2,0,-1,0.236780797031078,-0.0458546996785003,-0.942579875719847,-1.53546371150589,0.852901756092486,0.279070605883953
1,2,0,0,0.236780797031078,-0.0458546996785003,-0.942579875719847,-1.53546371150589,0.852901756092486,0.245179490998509
1,2,1,1,0.236780797031078,-0.0458546996785003,-0.942579875719847,-1.53546371150589,0.852901756092486,0.113163932291619
1,2,1,2,0.236780797031078,-0.0458546996785003,-0.942579875719847,-1.53546371150589,0.852901756092486,1.65738997733445
1,3,0,-2,-0.186108409483666,-1.01898201796296,-0.459116397206018,-0.484369416397872,0.302791673646997,0.131977828731924
1,3,1,-1,-0.186108409483666,-1.01898201796296,-0.459116397206018,-0.484369416397872,0.302791673646997,0.304745144604303
1,3,0,0,-0.186108409483666,-1.01898201796296,-0.459116397206018,-0.484369416397872,0.302791673646997,0.461039071344172
1,3,0,1,-0.186108409483666,-1.01898201796296,-0.459116397206018,-0.484369416397872,0.302791673646997,0.307091930109749
1,3,0,2,-0.186108409483666,-1.01898201796296,-0.459116397206018,-0.484369416397872,0.302791673646997,1.34308312544535
1,4,0,-2,-0.556090756992909,-0.153440107725884,-0.205673594847859,-0.036838843565799,-1.27311571383868,0.00702021395188581
1,4,1,-1,-0.556090756992909,-0.153440107725884,-0.205673594847859,-0.036838843565799,-1.27311571383868,0.0266364142596389
1,4,0,0,-0.556090756992909,-0.153440107725884,-0.205673594847859,-0.036838843565799,-1.27311571383868,0.0528650363512801
1,4,0,1,-0.556090756992909,-0.153440107725884,-0.205673594847859,-0.036838843565799,-1.27311571383868,0.154133875459761
1,4,0,2,-0.556090756992909,-0.153440107725884,-0.205673594847859,-0.036838843565799,-1.27311571383868,0.0380430612210704
1,5,0,-2,0.836067579190259,0.0659952968917526,0.307085717667475,0.0182021451850426,0.207823858615407,0.102836686031779
1,5,1,-1,0.836067579190259,0.0659952968917526,0.307085717667475,0.0182021451850426,0.207823858615407,0.122787499033882
1,5,0,0,0.836067579190259,0.0659952968917526,0.307085717667475,0.0182021451850426,0.207823858615407,0.698408864893358
1,5,0,1,0.836067579190259,0.0659952968917526,0.307085717667475,0.0182021451850426,0.207823858615407,0.522825513024298
1,5,0,2,0.836067579190259,0.0659952968917526,0.307085717667475,0.0182021451850426,0.207823858615407,0.410806141374574
1,6,1,-2,0.508379384792006,0.163709028090227,-1.13264852577643,0.11338388660863,-0.167499948323673,8.69414037739453
1,6,0,-1,0.508379384792006,0.163709028090227,-1.13264852577643,0.11338388660863,-0.167499948323673,3.96365798635104
