one,in,R1,X1,X2,X3,X4,X5,X6,Y1
1,1,0,-2,-0.119405260703205,0.190056077234212,-0.337914975579232,1.19749723751803,-0.0489588260768544,0.112673976823862
1,1,0,-1,-0.119405260703205,0.190056077234212,-0.337914975579232,1.19749723751803,-0.0489588260768544,0.0510166496123294
1,1,0,0,-0.119405260703205,0.190056077234212,-0.337914975579232,1.19749723751803,-0.0489588260768544,0.0306873200979036
1,1,0,1,-0.119405260703205,0.190056077234212,-0.337914975579232,1.19749723751803,-0.0489588260768544,0.913600912447357
1,1,0,2,-0.119405260703205,0.190056077234212,-0.337914975579232,1.19749723751803,-0.0489588260768544,0.374527133354245
1,2,0,-2,-0.416098972764919,-0.0740221138747749,0.0611405649756839,-0.955795360301712,-0.600618249795849,0.0577909427559928
1,2,0,-1,-0.416098972764919,-0.0740221138747749,0.0611405649756839,-0.955795360301712,-0.600618249795849,0.208787373218318
1,2,0,0,-0.416098972764919,-0.0740221138747749,0.0611405649756839,-0.955795360301712,-0.600618249795849,0.0301253400239306
1,2,0,1,-0.416098972764919,-0.0740221138747749,0.0611405649756839,-0.955795360301712,-0.600618249795849,0.0705904642200337
1,2,0,2,-0.416098972764919,-0.0740221138747749,0.0611405649756839,-0.955795360301712,-0.600618249795849,0.390511763533603
1,3,1,-2,-0.406541293626585,0.582211447905125,0.913220956839761,0.554953784859241,1.23043559237912,2.03705183571104
1,3,1,-1,-0.406541293626585,0.582211447905125,0.913220956839761,0.554953784859241,1.23043559237912,1.31425124139329
1,3,0,0,-0.406541293626585,0.582211447905125,0.913220956839761,0.554953784859241,1.23043559237912,2.51406199870218
1,3,1,1,-0.406541293626585,0.582211447905125,0.913220956839761,0.554953784859241,1.23043559237912,0.702582587899981
1,3,1,2,-0.406541293626585,0.582211447905125,0.913220956839761,0.554953784859241,1.23043559237912,3.90155418381785
1,4,1,-2,-1.86548840289365,0.175082013796734,0.187507269442884,1.2261382014455,2.32861328767109,0.043928036734643
1,4,0,-1,-1.86548840289365,0.175082013796734,0.187507269442884,1.2261382014455,2.32861328767109,0.264184144030726
1,4,0,0,-1.86548840289365,0.175082013796734,0.187507269442884,1.2261382014455,2.32861328767109,0.370815754766873
1,4,1,1,-1.86548840289365,0.175082013796734,0.187507269442884,1.2261382014455,2.32861328767109,4.01272221601798
1,4,1,2,-1.86548840289365,0.175082013796734,0.187507269442884,1.2261382014455,2.32861328767109,0.470703702071756
1,5,0,-2,-0.323395799552653,0.638714947901802,0.00847735578651177,1.14813746904483,-0.292979077756523,2.92201355929117
1,5,0,-1,-0.323395799552653,0.638714947901802,0.00847735578651177,1.14813746904483,-0.292979077756523,11.095790556135
1,5,0,0,-0.323395799552653,0.638714947901802,0.00847735578651177,1.14813746904483,-0.292979077756523,6.93361418495554
1,5,1,1,-0.323395799552653,0.638714947901802,0.00847735578651177,1.14813746904483,-0.292979077756523,17.5579709328041
1,5,1,2,-0.323395799552653,0.638714947901802,0.00847735578651177,1.14813746904483,-0.292979077756523,6.06445804897852
1,6,0,-2,-0.11080091008571,-0.494227546066791,0.175162225385162,0.662129894309184,0.233792552705352,0.0297346425457429
1,6,1,-1,-0.11080091008571,-0.494227546066791,0.175162225385162,0.662129894309184,0.233792552705352,1.20719761678166
1,6,1,0,-0.11080091008571,-0.494227546066791,0.175162225385162,0.662129894309184,0.233792552705352,0.613532370961537
1,6,0,1,-0.11080091008571,-0.494227546066791,0.175162225385162,0.662129894309184,0.233792552705352,0.260673205242819
1,6,0,2,-0.11080091008571,-0.494227546066791,0.175162225385162,0.662129894309184,0.233792552705352,1.14199701056294
1,7,0,-2,-0.63005003129816,-0.570166765142512,-0.459353684187178,-0.976674582464498,0.205022856233414,3.71140145371532
1,7,0,-1,-0.63005003129816,-0.570166765142512,-0.459353684187178,-0.976674582464498,0.205022856233414,0.642447247565127
