one,in,R1,X1,X2,X3,X4,X5,X6,Y1
1,1,1,-2,-0.406541293626585,0.582211447905125,0.913220956839761,0.554953784859241,1.23043559237912,2.03705183571104
1,1,1,-1,-0.406541293626585,0.582211447905125,0.913220956839761,0.554953784859241,1.23043559237912,1.31425124139329
1,1,0,0,-0.406541293626585,0.582211447905125,0.913220956839761,0.554953784859241,1.23043559237912,2.51406199870218
1,1,1,1,-0.406541293626585,0.582211447905125,0.913220956839761,0.554953784859241,1.23043559237912,0.702582587899981
1,1,1,2,-0.406541293626585,0.582211447905125,0.913220956839761,0.554953784859241,1.23043559237912,3.90155418381785
1,2,1,-2,-1.86548840289365,0.175082013796734,0.187507269442884,1.2261382014455,2.32861328767109,0.043928036734643
1,2,0,-1,-1.86548840289365,0.175082013796734,0.187507269442884,1.2261382014455,2.32861328767109,0.264184144030726
1,2,0,0,-1.86548840289365,0.175082013796734,0.187507269442884,1.2261382014455,2.32861328767109,0.370815754766873
1,2,1,1,-1.86548840289365,0.175082013796734,0.187507269442884,1.2261382014455,2.32861328767109,4.01272221601798
1,2,1,2,-1.86548840289365,0.175082013796734,0.187507269442884,1.2261382014455,2.32861328767109,0.470703702071756
1,3,1,-2,0.291012944860764,1.29688305085992,0.271092205963132,0.730091889609922,0.266366651776141,0.122863499498721
1,3,0,-1,0.291012944860764,1.29688305085992,0.271092205963132,0.730091889609922,0.266366651776141,0.148803758250329
1,3,0,0,0.291012944860764,1.29688305085992,0.271092205963132,0.730091889609922,0.266366651776141,0.170370803163458
1,3,1,1,0.291012944860764,1.29688305085992,0.271092205963132,0.730091889609922,0.266366651776141,0.743590780766468
1,3,1,2,0.291012944860764,1.29688305085992,0.271092205963132,0.730091889609922,0.266366651776141,0.823092007470549
1,4,0,-2,0.0178402843501763,-0.947966837645513,1.19384235643968,0.347802791592452,-0.207332421045169,0.0837319048240857
1,4,0,-1,0.0178402843501763,-0.947966837645513,1.19384235643968,0.347802791592452,-0.207332421045169,0.260211967971336
1,4,0,0,0.0178402843501763,-0.947966837645513,1.19384235643968,0.347802791592452,-0.207332421045169,0.0706190620467421
1,4,0,1,0.0178402843501763,-0.947966837645513,1.19384235643968,0.347802791592452,-0.207332421045169,0.581041145446182
1,4,0,2,0.0178402843501763,-0.947966837645513,1.19384235643968,0.347802791592452,-0.207332421045169,2.07161760149585
1,5,0,-2,-0.0305461455966706,-0.117069152249955,0.339639502000377,1.38352247534452,1.59826849496554,0.166860835657662
1,5,0,-1,-0.0305461455966706,-0.117069152249955,0.339639502000377,1.38352247534452,1.59826849496554,0.579835477330674
1,5,0,0,-0.0305461455966706,-0.117069152249955,0.339639502000377,1.38352247534452,1.59826849496554,3.30116839598521
1,5,0,1,-0.0305461455966706,-0.117069152249955,0.339639502000377,1.38352247534452,1.59826849496554,18.5454525190722
1,5,0,2,-0.0305461455966706,-0.117069152249955,0.339639502000377,1.38352247534452,1.59826849496554,3.96288500525813
1,6,0,-2,-0.601443580517106,-0.650952458616645,1.50640872635523,0.881609203493316,0.047236113608789,0.198157179901934
1,6,1,-1,-0.601443580517106,-0.650952458616645,1.50640872635523,0.881609203493316,0.047236113608789,0.937893689518209
1,6,0,0,-0.601443580517106,-0.650952458616645,1.50640872635523,0.881609203493316,0.047236113608789,2.62749647827828
1,6,1,1,-0.601443580517106,-0.650952458616645,1.50640872635523,0.881609203493316,0.047236113608789,5.09650004759856
1,6,1,2,-0.601443580517106,-0.650952458616645,1.50640872635523,0.881609203493316,0.047236113608789,7.09044236649698
1,7,1,-2,0.228579185800298,-0.161785693126294,0.628464867945718,-0.0327416922306228,-0.383047639997311,0.118226244232003
1,7,1,-1,0.228579185800298,-0.161785693126294,0.628464867945718,-0.0327416922306228,-0.383047639997311,0.378909575064532
1,7,1,0,0.228579185800298,-0.161785693126294,0.628464867945718,-0.0327416922306228,-0.383047639997311,0.776353730896862
1,7,1,1,0.228579185800298,-0.161785693126294,0.628464867945718,-0.0327416922306228,-0.383047639997311,2.02193018411113
1,7,1,2,0.228579185800298,-0.161785693126294,0.628464867945718,-0.0327416922306228,-0.383047639997311,10.3138351488116
1,8,0,-2,-1.37965370465846,-0.846322855055799,-1.87803097485516,-1.72565856010901,-1.05568702933699,0.0062908828526643
1,8,0,-1,-1.37965370465846,-0.846322855055799,-1.87803097485516,-1.72565856010901,-1.05568702933699,0.0347474006947437
1,8,0,0,-1.37965370465846,-0.846322855055799,-1.87803097485516,-1.72565856010901,-1.05568702933699,0.130207139461255
1,8,0,1,-1.37965370465846,-0.846322855055799,-1.87803097485516,-1.72565856010901,-1.05568702933699,0.023968882022672
1,8,0,2,-1.37965370465846,-0.846322855055799,-1.87803097485516,-1.72565856010901,-1.05568702933699,0.0226060370922805
1,9,0,-2,-1.65385265495127,-2.15371154086099,-1.20766304792199,-2.32480700647309,-1.92784666923813,0.822518997956319
1,9,0,-1,-1.65385265495127,-2.15371154086099,-1.20766304792199,-2.32480700647309,-1.92784666923813,0.496312501431056
1,9,0,0,-1.65385265495127,-2.15371154086099,-1.20766304792199,-2.32480700647309,-1.92784666923813,0.625323830624831
1,9,0,1,-1.65385265495127,-2.15371154086099,-1.20766304792199,-2.32480700647309,-1.92784666923813,0.831378363067839
1,9,0,2,-1.65385265495127,-2.15371154086099,-1.20766304792199,-2.32480700647309,-1.92784666923813,8.20692308389989
1,10,0,-2,0.822668108077818,0.164920881711012,-0.817933631166074,-0.199412555141995,0.0230109709884143,0.206733373914042
1,10,1,-1,0.822668108077818,0.164920881711012,-0.817933631166074,-0.199412555141995,0.0230109709884143,3.02472335599716
1,10,0,0,0.822668108077818,0.164920881711012,-0.817933631166074,-0.199412555141995,0.0230109709884143,9.27056062637671
1,10,0,1,0.822668108077818,0.164920881711012,-0.817933631166074,-0.199412555141995,0.0230109709884143,2.86928378251822
1,10,1,2,0.822668108077818,0.164920881711012,-0.817933631166074,-0.199412555141995,0.0230109709884143,1.12650989606406
1,11,0,-2,-0.23577565082833,1.13401766715917,0.494646414334081,1.20995308341971,-0.339952761109936,0.0964693831670237
1,11,1,-1,-0.23577565082833,1.13401766715917,0.494646414334081,1.20995308341971,-0.339952761109936,0.158756561423946
1,11,1,0,-0.23577565082833,1.13401766715917,0.494646414334081,1.20995308341971,-0.339952761109936,0.195852174554308
1,11,1,1,-0.23577565082833,1.13401766715917,0.494646414334081,1.20995308341971,-0.339952761109936,2.81708237890357
1,11,1,2,-0.23577565082833,1.13401766715917,0.494646414334081,1.20995308341971,-0.339952761109936,1.83580615464971
1,12,0,-2,0.458235047458501,0.148830547829502,-0.985892026921503,-0.593425423100729,-1.14780952958705,0.128661998419675
1,12,0,-1,0.458235047458501,0.148830547829502,-0.985892026921503,-0.593425423100729,-1.14780952958705,0.262362230899703
1,12,1,0,0.458235047458501,0.148830547829502,-0.985892026921503,-0.593425423100729,-1.14780952958705,0.251071501745661
1,12,1,1,0.458235047458501,0.148830547829502,-0.985892026921503,-0.593425423100729,-1.14780952958705,0.604343649179907
1,12,1,2,0.458235047458501,0.148830547829502,-0.985892026921503,-0.593425423100729,-1.14780952958705,1.27135653131686
1,13,0,-2,-0.0392219850948207,-0.145901382552028,0.345997585166632,-0.0814347680952835,-0.866208596754077,0.525336326409439
1,13,0,-1,-0.0392219850948207,-0.145901382552028,0.345997585166632,-0.0814347680952835,-0.866208596754077,0.318289494740194
